ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_category,sales_category,sales_per_order
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,23.84,4,0.2,3.278,Profit,Low,23.84
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,43.13,1,0.0,14.6642,Profit,Low,43.13
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,30.87,7,0.0,14.2002,Profit,Low,30.87
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,70.12,4,0.0,21.036,Profit,Low,70.12
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Bookcases,509.9575,5,0.15,41.9965,Profit,High,509.9575
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Furnishings,122.91,3,0.0,34.4148,Profit,Low,122.91
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,97.568,2,0.2,-6.098,Loss,Low,97.568
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,722.352,3,0.2,81.2646,Profit,High,722.352
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,11.52,5,0.2,4.176,Profit,Low,11.52
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,167.84,8,0.0,11.7488,Profit,Low,167.84
Standard Class,Consumer,United States,Toledo,Ohio,43615,East,Furniture,Tables,172.11,1,0.4,-94.6605,Loss,Low,172.11
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,99.98,2,0.0,7.9984,Profit,Low,99.98
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Phones,156.792,1,0.2,17.6391,Profit,Low,156.792
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Accessories,35.36,2,0.2,-3.094,Loss,Low,35.36
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Furniture,Furnishings,13.592,1,0.2,-0.3398,Loss,Low,13.592
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,386.68,2,0.3,-5.524,Loss,Low,386.68
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,379.96,5,0.2,47.495,Profit,Low,379.96
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,539.91,3,0.4,-116.9805,Loss,High,539.91
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,41.24,5,0.2,13.9185,Profit,Low,41.24
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,51.897,1,0.7,-41.5176,Loss,Low,51.897
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,552.56,5,0.2,-138.14,Loss,High,552.56
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,23.16,5,0.7,-15.44,Loss,Low,23.16
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,126.08,2,0.2,-28.368,Loss,Low,126.08
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Machines,449.1,3,0.7,-643.71,Loss,Low,449.1
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,195.104,4,0.2,21.9492,Profit,Low,195.104
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,36.672,3,0.2,6.4176,Profit,Low,36.672
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,85.246,2,0.3,-6.089,Loss,Low,85.246
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,32.712,2,0.6,-26.1696,Loss,Low,32.712
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,11.43,3,0.0,5.3721,Profit,Low,11.43
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,30.44,2,0.0,14.9156,Profit,Low,30.44
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,12.96,2,0.0,6.3504,Profit,Low,12.96
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,16.0,4,0.0,7.68,Profit,Low,16.0
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Appliances,32.67,3,0.0,8.4942,Profit,Low,32.67
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Fasteners,4.464,3,0.2,-0.9486,Loss,Low,4.464
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,9.345,5,0.7,-6.5415,Loss,Low,9.345
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,9.144,3,0.2,3.0861,Profit,Low,9.144
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,23.136,6,0.2,8.3868,Profit,Low,23.136
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Art,99.2,5,0.0,25.792,Profit,Low,99.2
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,21.36,5,0.2,7.209,Profit,Low,21.36
Second Class,Corporate,United States,Covington,Washington,98042,West,Furniture,Furnishings,46.9,5,0.0,13.132,Profit,Low,46.9
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,18.72,5,0.2,6.552,Profit,Low,18.72
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Tables,236.528,2,0.2,-2.9566,Loss,Low,236.528
First Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Labels,18.9,3,0.0,8.694,Profit,Low,18.9
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Paper,10.688,2,0.2,3.7408,Profit,Low,10.688
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Storage,237.096,3,0.2,20.7459,Profit,Low,237.096
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,Profit,Low,5.184
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,65.584,2,0.2,23.7742,Profit,Low,65.584
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,22.2,1,0.6,-26.085,Loss,Low,22.2
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,419.4,5,0.2,146.79,Profit,Low,419.4
First Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,88.92,5,0.2,14.4495,Profit,Low,88.92
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,9.912,3,0.2,3.2214,Profit,Low,9.912
Second Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,Chairs,318.43,5,0.3,-77.333,Loss,Low,318.43
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.8,5,0.8,-10.15,Loss,Low,5.8
Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,1415.76,6,0.2,88.485,Profit,High,1415.76
Standard Class,Consumer,United States,Bolingbrook,Illinois,60440,Central,Technology,Phones,148.48,2,0.2,16.704,Profit,Low,148.48
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,9.248,4,0.2,3.1212,Profit,Low,9.248
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1036.624,2,0.2,51.8312,Profit,High,1036.624
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,569.64,2,0.0,148.1064,Profit,High,569.64
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,9.14,1,0.0,4.57,Profit,Low,9.14
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,1196.86,7,0.0,119.686,Profit,High,1196.86
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Bookcases,523.26,9,0.0,125.5824,Profit,High,523.26
Second Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Copiers,639.968,4,0.2,215.9892,Profit,High,639.968
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,52.76,2,0.0,24.2696,Profit,Low,52.76
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,538.92,9,0.0,80.838,Profit,High,538.92
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Art,14.88,2,0.0,3.72,Profit,Low,14.88
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Paper,34.24,8,0.0,15.408,Profit,Low,34.24
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Storage,261.74,2,0.0,65.435,Profit,Low,261.74
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,87.84,8,0.0,23.7168,Profit,Low,87.84
Second Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,34.92,4,0.0,11.8728,Profit,Low,34.92
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,14.94,3,0.0,7.0218,Profit,Low,14.94
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,14.56,2,0.0,6.2608,Profit,Low,14.56
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.576,4,0.7,-2.8608,Loss,Low,3.576
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,147.184,2,0.2,-29.4368,Loss,Low,147.184
First Class,Home Office,United States,Lehi,Utah,84043,West,Technology,Copiers,1499.95,5,0.0,449.985,Profit,High,1499.95
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,13.568,4,0.2,3.2224,Profit,Low,13.568
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,2573.82,9,0.0,746.4078,Profit,High,2573.82
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,609.98,2,0.0,274.491,Profit,High,609.98
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,5.48,2,0.0,1.4796,Profit,Low,5.48
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,391.98,2,0.0,113.6742,Profit,Low,391.98
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,755.96,4,0.0,204.1092,Profit,High,755.96
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,31.12,4,0.0,0.3112,Profit,Low,31.12
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,6.54,1,0.0,3.0084,Profit,Low,6.54
Second Class,Home Office,United States,Huntington Beach,California,92646,West,Office Supplies,Envelopes,12.78,1,0.0,5.751,Profit,Low,12.78
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,18.464,4,0.2,6.924,Profit,Low,18.464
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,445.802,7,0.3,-108.2662,Loss,Low,445.802
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,2.48,1,0.0,0.868,Profit,Low,2.48
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Binders,25.9,5,0.0,12.691,Profit,Low,25.9
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Office Supplies,Paper,29.9,5,0.0,14.651,Profit,Low,29.9
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Technology,Accessories,2249.91,9,0.0,517.4793,Profit,High,2249.91
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Furniture,Tables,1053.164,4,0.3,-105.3164,Loss,High,1053.164
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,12.96,2,0.0,6.2208,Profit,Low,12.96
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,106.68,6,0.0,33.0708,Profit,Low,106.68
Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,119.94,6,0.0,5.997,Profit,Low,119.94
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.272,3,0.2,3.21,Profit,Low,10.272
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,512.19,5,0.3,-65.853,Loss,High,512.19
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,1.556,2,0.8,-4.2012,Loss,Low,1.556
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,4.448,2,0.2,1.4456,Profit,Low,4.448
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,276.69,3,0.0,49.8042,Profit,Low,276.69
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Fasteners,4.96,4,0.0,2.3312,Profit,Low,4.96
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Art,71.92,4,0.0,20.8568,Profit,Low,71.92
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,18.84,3,0.0,7.9128,Profit,Low,18.84
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Accessories,140.97,3,0.0,19.7358,Profit,Low,140.97
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,470.376,3,0.2,52.9173,Profit,Low,470.376
Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,6.08,2,0.0,2.0672,Profit,Low,6.08
Same Day,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,164.792,1,0.2,18.5391,Profit,Low,164.792
Second Class,Corporate,United States,Atlantic City,New Jersey,8401,East,Office Supplies,Envelopes,23.36,2,0.0,11.68,Profit,Low,23.36
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728,Loss,Low,12.176
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,46.384,2,0.2,5.2182,Profit,Low,46.384
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,362.92,2,0.0,105.2468,Profit,Low,362.92
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,9.248,2,0.2,3.3524,Profit,Low,9.248
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,1889.946,9,0.4,-377.9892,Loss,High,1889.946
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,62.04,5,0.2,4.653,Profit,Low,62.04
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,396.92,5,0.2,148.845,Profit,Low,396.92
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,239.456,7,0.2,17.9592,Profit,Low,239.456
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,13.12,5,0.2,2.132,Profit,Low,13.12
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,29.36,2,0.0,13.5056,Profit,Low,29.36
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,214.9,5,0.0,62.321,Profit,Low,214.9
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,15.92,4,0.0,7.4824,Profit,Low,15.92
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Accessories,146.45,5,0.0,48.3285,Profit,Low,146.45
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,15.14,1,0.0,0.6056,Profit,Low,15.14
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,5.76,2,0.0,2.6496,Profit,Low,5.76
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Copiers,1399.98,2,0.0,629.991,Profit,High,1399.98
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.952,2,0.7,-7.46,Loss,Low,8.952
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.856,6,0.7,-6.4944,Loss,Low,8.856
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Furniture,Chairs,85.246,2,0.3,-1.2178,Loss,Low,85.246
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Envelopes,21.728,7,0.2,7.6048,Profit,Low,21.728
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,1487.04,5,0.2,148.704,Profit,High,1487.04
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,71.88,6,0.0,33.0648,Profit,Low,71.88
Same Day,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,9.24,3,0.0,2.9568,Profit,Low,9.24
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,35.88,6,0.0,16.146,Profit,Low,35.88
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,17.04,3,0.2,5.538,Profit,Low,17.04
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,931.176,3,0.2,314.2719,Profit,High,931.176
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Furnishings,266.352,3,0.2,-13.3176,Loss,Low,266.352
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Chairs,483.136,4,0.2,54.3528,Profit,Low,483.136
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Chairs,196.784,2,0.2,-22.1382,Loss,Low,196.784
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Bookcases,231.92,5,0.2,5.798,Profit,Low,231.92
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,29.7,3,0.0,8.019,Profit,Low,29.7
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,13.592,2,0.6,-14.2716,Loss,Low,13.592
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,70.88,2,0.0,33.3136,Profit,Low,70.88
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,114.288,1,0.2,12.8574,Profit,Low,114.288
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Binders,36.624,8,0.7,-24.416,Loss,Low,36.624
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Bookcases,242.352,8,0.7,-363.528,Loss,Low,242.352
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,49.616,2,0.2,4.9616,Profit,Low,49.616
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Furnishings,508.704,6,0.2,0.0,Profit,High,508.704
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,57.36,6,0.2,-14.34,Loss,Low,57.36
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,906.68,5,0.2,68.001,Profit,High,906.68
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,719.952,6,0.2,71.9952,Profit,High,719.952
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,755.944,7,0.2,66.1451,Profit,High,755.944
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,11.98,5,0.8,-19.168,Loss,Low,11.98
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,0.898,1,0.8,-1.5715,Loss,Low,0.898
First Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Furnishings,21.204,3,0.6,-11.6622,Loss,Low,21.204
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Envelopes,34.74,3,0.0,17.37,Profit,Low,34.74
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,833.94,6,0.0,216.8244,Profit,High,833.94
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,12.96,3,0.2,4.536,Profit,Low,12.96
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,25.92,4,0.0,12.4416,Profit,Low,25.92
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Bookcases,349.965,7,0.5,-216.9783,Loss,Low,349.965
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,22.32,5,0.2,5.301,Profit,Low,22.32
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,158.28,6,0.0,72.8088,Profit,Low,158.28
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,497.94,3,0.0,224.073,Profit,Low,497.94
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,533.94,3,0.0,154.8426,Profit,High,533.94
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,167.94,3,0.0,82.2906,Profit,Low,167.94
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Furnishings,31.68,6,0.0,9.8208,Profit,Low,31.68
First Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Chairs,170.786,1,0.3,0.0,Profit,Low,170.786
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Bookcases,198.744,4,0.3,0.0,Profit,Low,198.744
First Class,Home Office,United States,Denver,Colorado,80219,West,Technology,Accessories,63.824,2,0.2,13.5626,Profit,Low,63.824
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,435.168,4,0.2,-59.8356,Loss,Low,435.168
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,48.58,1,0.0,7.7728,Profit,Low,48.58
First Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,47.976,3,0.2,8.3958,Profit,Low,47.976
First Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,Profit,Low,20.736
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,26.46,9,0.0,11.907,Profit,Low,26.46
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,49.12,4,0.0,23.0864,Profit,Low,49.12
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,15.0,3,0.0,7.2,Profit,Low,15.0
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,194.7,5,0.0,9.735,Profit,Low,194.7
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Furniture,Tables,591.32,4,0.0,112.3508,Profit,High,591.32
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Art,2.84,1,0.0,0.8804,Profit,Low,2.84
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,221.96,2,0.0,4.4392,Profit,Low,221.96
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,236.0,4,0.0,40.12,Profit,Low,236.0
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,41.94,2,0.0,15.0984,Profit,Low,41.94
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,52.792,1,0.2,4.6193,Profit,Low,52.792
First Class,Home Office,United States,Omaha,Nebraska,68104,Central,Furniture,Chairs,563.94,3,0.0,112.788,Profit,High,563.94
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Appliances,2625.12,8,0.0,735.0336,Profit,High,2625.12
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Art,17.94,3,0.0,4.485,Profit,Low,17.94
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,422.856,3,0.2,15.8571,Profit,Low,422.856
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,127.764,2,0.1,2.8392,Profit,Low,127.764
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,3499.93,7,0.0,909.9818,Profit,High,3499.93
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,14.4,5,0.0,6.624,Profit,Low,14.4
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,122.97,3,0.0,60.2553,Profit,Low,122.97
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Art,9.32,4,0.0,2.7028,Profit,Low,9.32
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Binders,122.94,3,0.0,59.0112,Profit,Low,122.94
Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,17.31,3,0.0,5.193,Profit,Low,17.31
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Art,128.744,7,0.2,12.8744,Profit,Low,128.744
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,58.248,9,0.2,11.6496,Profit,Low,58.248
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,71.246,2,0.3,-19.3382,Loss,Low,71.246
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,7.872,3,0.2,0.5904,Profit,Low,7.872
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,887.271,3,0.3,-63.3765,Loss,High,887.271
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,146.86,7,0.0,70.4928,Profit,Low,146.86
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,36.56,4,0.0,18.28,Profit,Low,36.56
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,225.576,3,0.2,22.5576,Profit,Low,225.576
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,5.248,2,0.2,0.4592,Profit,Low,5.248
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,38.256,3,0.2,4.782,Profit,Low,38.256
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,40.24,5,0.2,13.078,Profit,Low,40.24
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Machines,29.925,5,0.7,-21.945,Loss,Low,29.925
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,148.704,6,0.2,46.47,Profit,Low,148.704
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Accessories,55.92,10,0.2,16.776,Profit,Low,55.92
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,12.96,2,0.0,6.2208,Profit,Low,12.96
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,25.176,3,0.6,-33.3582,Loss,Low,25.176
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,5.584,2,0.6,-1.6752,Loss,Low,5.584
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1297.368,9,0.2,97.3026,Profit,High,1297.368
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,264.32,2,0.2,19.824,Profit,Low,264.32
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,22.96,7,0.0,6.6584,Profit,Low,22.96
First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,19.44,3,0.0,9.3312,Profit,Low,19.44
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Paper,9.54,2,0.0,4.293,Profit,Low,9.54
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Fasteners,5.81,1,0.0,1.8011,Profit,Low,5.81
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Art,5.76,2,0.0,1.728,Profit,Low,5.76
